10
 
48 X Max
63 Y Max
0
0
Idx	E0	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	Elev
&
0	18	18	290	290	18	290	290	290	18	18	290	290	18	18	18	18	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
1	18	290	290	290	290	290	290	290	18	290	290	290	18	18	18	18	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
2	18	18	18	35	290	18	35	35	18	18	2	35	18	18	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
3	35	35	35	35	35	35	35	35	35	35	35	35	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
4	35	35	35	35	35	35	35	35	35	35	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
5	35	35	35	35	35	35	35	35	2	35	35	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
6	2	2	2	2	2	2	54	54	2	2	54	42	2	2	54	42	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
7	2	2	2	2	54	54	54	54	42	42	42	42	42	42	42	42	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
8	2	2	2	2	54	54	2	2	42	54	2	2	42	54	2	2	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
9	2	2	2	18	2	2	2	30	2	2	30	30	2	2	2	30	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
10	18	18	18	18	30	18	18	18	30	30	18	18	30	30	18	18	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
11	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	54	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
12	18	18	18	18	18	18	18	18	18	18	18	18	54	54	54	54	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
13	18	18	18	18	18	18	18	18	54	54	54	54	54	45	45	45	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
14	18	18	18	18	18	18	18	54	54	54	54	54	54	45	45	45	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
15	18	18	18	18	54	54	54	54	45	45	45	45	45	45	45	45	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
16	18	18	18	18	54	54	54	18	45	45	54	18	45	45	54	54	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
17	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
18	54	45	45	45	54	45	45	45	54	45	45	219	54	45	45	219	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
19	45	45	45	45	45	45	45	45	219	219	45	45	219	219	219	219	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
20	45	45	219	45	45	45	45	45	45	45	45	45	219	45	45	45	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
21	219	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
22	45	54	18	18	45	54	18	18	45	54	18	18	45	54	18	18	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
23	18	18	18	7	18	18	18	7	18	18	18	7	18	18	18	7	4	4	4	2	4	4	4	2	4	4	4	2	4	4	4	2
24	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
