10
 
72 X Max
60 Y Max
0
0
Idx	E0	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	Elev
&
0	1	1	1	1	1	1	90	1	1	90	94	90	1	1	90	1	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
1	1	0	2	14	1	0	2	14	1	0	2	14	0	0	2	14	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
2	14	2	2	14	14	2	2	14	14	2	2	14	14	2	2	14	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
3	14	2	2	0	14	2	2	0	14	2	2	0	14	2	2	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
5	0	0	18	18	0	0	18	56	0	199	18	56	0	0	18	56	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
6	18	18	18	18	56	56	56	56	47	47	47	47	47	47	47	47	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
7	18	18	18	18	56	56	18	18	47	56	18	18	47	56	18	18	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
8	18	18	18	18	18	18	18	18	18	18	18	18	18	0	0	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
9	18	18	18	18	18	18	18	18	18	18	18	18	18	18	18	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
10	18	36	36	36	30	36	36	36	30	36	36	36	30	36	36	36	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
11	36	36	18	18	36	36	18	18	36	36	18	18	36	36	18	18	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
12	18	18	18	18	18	18	18	18	18	18	18	30	18	18	30	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
13	18	18	0	0	30	12	0	0	12	12	55	55	12	12	55	46	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
14	0	0	0	0	0	0	0	0	55	0	0	30	55	55	55	55	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
15	0	0	0	18	0	0	0	18	30	0	0	18	12	12	12	18	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
16	18	18	90	18	18	90	94	90	18	18	90	18	18	18	18	18	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
17	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
18	36	36	18	18	36	36	18	18	36	36	18	90	36	36	18	18	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
19	18	18	18	18	90	18	18	18	95	90	18	18	90	18	18	18	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
20	7	7	7	7	18	7	7	7	18	7	7	7	18	7	7	7	5	5	5	5	10	5	5	5	10	5	5	5	10	5	5	5
21	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
22	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
23	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
24	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
25	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
26	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
27	7	7	18	18	7	7	18	18	7	7	18	18	7	7	18	18	5	5	10	10	5	5	10	10	5	5	10	10	5	5	10	10
28	18	18	90	18	18	90	94	90	18	18	18	18	18	18	90	18	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
29	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
30	36	18	55	55	36	18	55	46	36	18	55	46	36	18	55	46	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
31	55	55	55	55	46	46	46	46	46	46	46	46	46	46	46	46	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
32	55	55	18	18	46	55	18	18	46	55	18	18	46	55	18	18	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
33	18	18	12	12	18	18	12	12	18	18	18	55	18	18	18	55	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
34	12	12	12	12	12	12	12	12	55	55	12	12	43	55	55	55	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
35	30	1	1	1	30	30	12	30	12	1	11	30	1	1	11	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
36	1	1	1	1	1	1	1	1	30	30	12	1	12	12	12	12	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
37	1	1	1	1	1	1	20	1	1	1	1	1	30	1	1	1	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
38	1	1	1	1	1	1	1	1	1	20	1	1	1	1	1	1	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
39	1	1	90	1	1	90	94	90	1	1	90	1	20	1	1	1	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
40	1	1	12	56	1	1	30	56	1	1	12	56	1	1	1	56	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
41	47	47	47	47	47	47	80	47	47	47	47	47	47	47	47	47	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
42	47	56	18	18	47	56	18	18	47	56	18	18	47	56	18	18	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
43	18	18	36	36	18	18	36	36	18	36	36	36	199	36	36	36	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
44	36	36	36	30	36	36	36	30	36	36	36	30	36	36	36	30	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
45	18	18	1	1	18	18	56	56	18	18	56	47	18	18	56	47	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
46	1	1	1	1	56	56	56	56	47	47	80	47	47	47	80	47	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
47	1	1	1	1	56	56	56	1	47	47	56	55	47	47	56	46	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
48	1	1	1	1	1	1	1	1	55	55	55	55	46	46	46	46	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
49	1	1	1	1	55	55	55	55	55	43	43	43	55	43	43	43	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
50	1	1	1	1	55	55	55	55	43	43	43	43	43	43	43	43	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
51	1	1	1	1	55	55	55	55	43	43	43	43	43	43	43	43	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
52	1	1	1	1	55	55	1	1	43	55	35	35	43	55	35	1	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10
