10
 
57 X Max
39 Y Max
0
0
Idx	E0	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	E13	E14	E15	Elev
&
0	2	2	2	2	2	2	2	2	2	2	2	2	90	91	90	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1	2	2	90	91	2	2	91	96	2	2	90	91	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
2	90	2	2	2	91	2	2	2	90	2	90	91	2	2	91	96	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
3	2	2	2	2	2	2	90	91	90	2	91	96	91	2	90	91	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
4	2	2	2	2	90	2	2	2	91	2	2	2	90	2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	90	91	90	2	91	96	91	2	90	91	90	2	2	2	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
6	2	2	2	2	2	2	2	90	2	2	2	91	2	2	2	90	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
7	2	2	2	90	91	90	2	91	96	91	2	90	91	90	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
8	91	90	2	2	96	91	2	90	91	90	2	91	2	2	2	90	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
9	2	2	2	90	91	90	2	91	96	91	2	90	91	90	2	2	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
10	91	90	2	1	96	91	2	1	91	90	1	1	2	2	1	112	5	5	5	5	5	5	5	6	5	5	5	6	5	5	5	6
11	1	112	112	112	112	112	112	1	112	112	112	1	112	112	112	2	6	7	6	5	7	7	6	5	7	6	6	5	7	6	5	5
12	2	36	36	36	2	36	36	36	36	36	36	36	36	36	36	36	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
13	36	36	36	36	36	36	36	1	36	36	36	112	36	36	1	112	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	6
14	112	112	112	1	112	112	112	1	112	112	112	1	112	112	1	1	5	6	6	5	6	6	6	5	6	6	5	5	6	6	5	5
15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
17	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
18	0	0	0	0	10	0	0	0	10	10	0	0	10	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
19	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
20	1	112	112	112	1	112	112	91	1	112	112	112	112	112	112	112	5	6	7	7	5	6	7	7	6	6	7	5	6	7	7	5
21	91	90	1	1	98	91	1	20	91	90	1	20	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
22	20	20	20	1	20	20	1	1	1	1	90	91	1	1	91	97	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
23	1	1	1	1	1	20	20	1	90	1	20	1	91	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
24	90	91	90	90	91	99	91	91	90	91	90	90	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
25	91	112	112	112	96	91	112	112	91	90	1	1	1	20	20	1	5	6	6	7	5	5	5	6	5	5	5	5	5	5	5	5
26	112	112	112	1	112	112	112	112	112	112	112	112	1	1	20	112	7	7	6	5	6	7	7	6	6	6	7	7	5	5	6	6
27	1	2	35	35	112	1	2	35	112	112	1	2	112	112	112	1	5	5	5	5	6	5	5	5	7	6	5	5	7	6	6	5
28	35	35	35	35	35	35	35	35	35	35	35	35	2	35	35	35	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
29	35	35	2	90	35	35	35	91	35	35	35	90	35	35	35	35	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
30	91	90	1	1	95	91	1	1	91	90	1	1	2	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
31	1	1	1	1	20	20	20	112	1	112	112	112	112	112	112	112	5	5	5	5	5	5	5	6	5	6	6	7	6	6	6	7
32	20	112	20	1	112	112	20	1	112	112	112	20	112	112	112	112	6	6	5	5	6	6	5	5	7	7	5	5	7	7	6	7
33	1	1	1	1	1	20	20	20	112	112	112	112	112	112	112	112	5	5	5	5	5	5	6	5	5	6	6	5	7	7	7	6
34	1	90	91	90	1	91	96	91	1	90	91	90	1	1	1	1	5	5	5	5	5	5	5	5	6	5	5	5	6	6	6	6
35	1	1	90	91	1	1	91	95	1	1	90	91	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
36	90	1	1	1	91	1	1	1	90	1	1	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
37	1	1	1	1	1	1	1	0	1	1	1	35	90	91	90	35	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
38	0	0	0	0	0	0	0	0	35	35	35	35	35	35	35	35	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
39	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	55	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
40	0	55	55	0	55	55	55	55	55	46	46	46	55	46	46	46	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
41	0	0	0	0	55	0	0	0	55	55	55	55	46	46	46	55	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
42	90	91	90	9	91	96	91	9	90	91	90	9	55	0	9	9	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
43	0	0	0	0	0	0	0	36	0	0	0	36	0	0	0	36	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
44	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
45	36	36	2	0	36	36	0	0	36	2	0	0	36	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
46	90	91	90	0	91	95	91	0	90	91	90	0	0	0	0	0	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
47	90	91	90	1	91	98	91	1	90	91	90	1	0	1	1	20	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
48	90	91	90	1	91	96	91	1	90	91	90	1	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
49	1	1	1	90	90	91	90	91	91	96	91	90	90	91	90	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
50	91	90	1	90	97	91	1	91	91	90	1	90	1	1	1	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
51	91	90	1	90	96	91	1	91	91	90	1	90	1	1	20	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
52	91	90	1	1	96	91	1	1	91	90	1	1	1	1	1	90	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
53	1	1	1	90	1	20	1	91	1	20	20	90	91	90	20	1	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
